Context,Relation,Maximum_Cardinality,Likehood
null,http://www.wikidata.org/ontology#rank,1,0.9997971815855347
null,http://schema.org/about,1,0.9997614291946212
null,http://schema.org/inLanguage,1,0.9997786265895532
http://yago-knowledge.org/resource/geoclass_church,http://www.w3.org/2000/01/rdf-schema#label,1,0.9920067792908693
null,http://www.w3.org/ns/prov#wasDerivedFrom,1,0.9714840201314617
null,http://www.wikidata.org/entity/P31s,1,0.9821263405155755
null,http://www.wikidata.org/entity/P31v,1,0.9995245026802023
null,http://yago-knowledge.org/resource/extractionTechnique,2,0.9880783685219362
null,http://yago-knowledge.org/resource/hasLatitude,1,0.9994501138921574
null,http://yago-knowledge.org/resource/hasLongitude,1,0.9994501138921574
http://yago-knowledge.org/resource/wikicat_Villages_in_Turkey,http://yago-knowledge.org/resource/hasCitationTitle,1,0.9743622835182688
null,http://www.w3.org/2004/02/skos/core#prefLabel,1,0.9993192980670146
null,http://yago-knowledge.org/resource/hasGeonamesEntityId,1,0.9994329479194887
null,http://www.w3.org/2002/07/owl#sameAs,2,0.9932196759787245
null,http://yago-knowledge.org/resource/hasWikipediaUrl,1,0.9991717685158338
null,http://www.w3.org/2000/01/rdf-schema#seeAlso,1,0.9991102404926167
http://yago-knowledge.org/resource/wordnet_living_thing_100004258,http://yago-knowledge.org/resource/infobox/en/type,1,0.9787823464741359
null,http://www.wikidata.org/entity/P17s,1,0.9968999505640926
null,http://www.wikidata.org/entity/P17v,1,0.9990549529807039
null,http://yago-knowledge.org/resource/hasWikipediaArticleLength,1,0.9987866000904305
null,http://yago-knowledge.org/resource/occursSince,1,0.9989765155319899
http://yago-knowledge.org/resource/geoclass_hotel,http://yago-knowledge.org/resource/isLocatedIn,1,0.9939493813230363
null,http://www.wikidata.org/entity/P21s,1,0.9988892485507674
null,http://www.wikidata.org/entity/P21v,1,0.9989167530714947
null,http://www.wikidata.org/entity/P131v,1,0.9988534552872285
null,http://www.wikidata.org/entity/P106v,1,0.9988158146580242
null,http://yago-knowledge.org/resource/infobox/en/name,1,0.992697521667069
null,http://www.wikidata.org/entity/P569s,1,0.992241291213696
null,http://www.wikidata.org/entity/P569v,1,0.9987994944608231
null,http://www.wikidata.org/entity/P625s,1,0.9918545589903007
null,http://www.wikidata.org/entity/P625v,1,0.998794526276187
null,http://yago-knowledge.org/resource/hasFamilyName,1,0.9987910424677237
null,http://www.wikidata.org/ontology#longitude,1,0.998789654554508
null,http://www.wikidata.org/ontology#gcPrecision,1,0.998789654554508
null,http://www.wikidata.org/ontology#globe,1,0.998789654554508
null,http://www.wikidata.org/ontology#latitude,1,0.998789654554508
null,http://yago-knowledge.org/resource/hasGivenName,1,0.9987855568708526
null,http://www.wikidata.org/entity/P735s,1,0.9913028658698135
null,http://yago-knowledge.org/resource/wasBornOnDate,1,0.9986891196252821
null,http://www.wikidata.org/entity/P735v,1,0.9987799095547002
null,http://www.wikidata.org/entity/P225s,1,0.9976060311103208
null,http://www.wikidata.org/entity/P225v,1,0.9986811257731834
null,http://www.wikidata.org/entity/P105s,1,0.9986305596355841
null,http://www.wikidata.org/entity/P105v,1,0.9986795287813469
null,http://www.wikidata.org/entity/P27v,1,0.9986794022715774
null,http://www.wikidata.org/entity/P171s,1,0.9961991619759186
null,http://www.wikidata.org/entity/P171v,1,0.9986789869840703
null,http://yago-knowledge.org/resource/infobox/en/subdivisiontype,5,0.9707692044664843
null,http://yago-knowledge.org/resource/infobox/en/subdivisionname,5,0.9739209710550442
null,http://www.wikidata.org/entity/P846s,1,0.9984844016610647
null,http://www.wikidata.org/entity/P846v,1,0.9985883378759242
null,http://yago-knowledge.org/resource/hasGender,1,0.9985589830342744
null,http://www.w3.org/2000/01/rdf-schema#subClassOf,2,0.9974679463722554
null,http://yago-knowledge.org/resource/wasCreatedOnDate,1,0.9984648214342752
null,http://www.wikidata.org/entity/P373s,1,0.998084738684712
null,http://www.wikidata.org/entity/P373v,1,0.9984722323192007
null,http://www.wikidata.org/entity/P830s,1,0.9983774710834187
null,http://www.wikidata.org/entity/P830v,1,0.9983876416168138
null,http://www.wikidata.org/entity/P646s,1,0.9982786307991911
null,http://www.wikidata.org/entity/P646-freebase,1,0.998370908154346
null,http://www.wikidata.org/entity/P646v,1,0.9983708987658769
null,http://www.wikidata.org/entity/P18v,1,0.998328293424311
null,http://www.wikidata.org/entity/P18s,1,0.9777530181460707
null,http://www.wikidata.org/entity/P570s,1,0.9882133990582084
null,http://www.wikidata.org/entity/P570v,1,0.9982989340243082
null,http://www.wikidata.org/entity/P19v,1,0.9982154201185317
null,http://www.wikidata.org/entity/P19s,1,0.9957327025682432
null,http://yago-knowledge.org/resource/infobox/pl/type,1,0.9861621892328439
null,http://www.wikidata.org/entity/P214s,1,0.9943773253271837
null,http://yago-knowledge.org/resource/diedOnDate,1,0.9981021823857524
null,http://www.wikidata.org/entity/P214v,1,0.9981541810034781
null,http://www.wikidata.org/entity/P813r,1,0.9980392663261431
null,http://www.wikidata.org/entity/P150v,1,0.9980482118230398
http://yago-knowledge.org/resource/yagoGeoEntity,http://yago-knowledge.org/resource/infobox/fr/type,2,0.9748537400643679
null,http://yago-knowledge.org/resource/infobox/en/birthdate,1,0.9969958637180276
null,http://yago-knowledge.org/resource/infobox/nl/type,2,0.9849802546410599
http://yago-knowledge.org/resource/wikicat_Australian_rules_footballers_from_Victoria_(Australia),http://yago-knowledge.org/resource/infobox/en/years,1,0.9763240531771572
null,http://www.wikidata.org/entity/P1566v,1,0.9980004059013534
null,http://www.wikidata.org/entity/P1566s,1,0.9965764867876409
null,http://www.w3.org/2002/07/owl#equivalentClass,1,0.9979885247359667
null,http://yago-knowledge.org/resource/infobox/en/birthplace,1,0.9969506904418722
null,http://www.wikidata.org/entity/P854r,1,0.997558352979732
null,http://yago-knowledge.org/resource/infobox/en/image,1,0.9855125555404887
null,http://yago-knowledge.org/resource/occursUntil,1,0.9978913556424185
null,http://yago-knowledge.org/resource/infobox/fr/nom,1,0.990537336243451
null,http://www.wikidata.org/entity/P248r,1,0.9977424447320619
null,http://www.wikidata.org/entity/P161v,1,0.9977732423080478
null,http://yago-knowledge.org/resource/infobox/de/type,1,0.9759066769454124
null,http://www.wikidata.org/entity/P1448s,1,0.9957495940399388
null,http://www.wikidata.org/entity/P1448v,1,0.9976729615666856
null,http://www.wikidata.org/entity/P442s,1,0.9975741869085287
null,http://www.wikidata.org/entity/P442v,1,0.997659909839779
null,http://yago-knowledge.org/resource/infobox/en/caption,1,0.9854314338335199
http://yago-knowledge.org/resource/wikicat_Australian_rules_footballers_from_Victoria_(Australia),http://yago-knowledge.org/resource/infobox/en/clubs,1,0.9765607399334856
null,http://yago-knowledge.org/resource/infobox/pl/nazwa,1,0.9939588795890905
null,http://yago-knowledge.org/resource/infobox/nl/naam,1,0.9947550256271068
null,http://www.wikidata.org/entity/P281v,1,0.9974912150409408
null,http://www.wikidata.org/entity/P54v,1,0.9974365297924715
null,http://yago-knowledge.org/resource/infobox/en/longew,1,0.9973746801926098
null,http://yago-knowledge.org/resource/infobox/en/latns,1,0.9973886354511905
null,http://www.wikidata.org/entity/P641v,1,0.9974045181074332
null,http://www.wikidata.org/entity/P641s,1,0.9937965964544588
null,http://www.wikidata.org/entity/P279v,1,0.9973954920029937
null,http://yago-knowledge.org/resource/infobox/en/country,1,0.9933870062128327
null,http://yago-knowledge.org/resource/infobox/en/latd,1,0.9970346608341111
null,http://yago-knowledge.org/resource/infobox/en/longd,1,0.9970014883511981
null,http://yago-knowledge.org/resource/infobox/en/genre,1,0.9852956982196523
null,http://yago-knowledge.org/resource/infobox/en/settlementtype,1,0.9968646691388242
null,http://www.wikidata.org/entity/P301s,1,0.9922069592215834
null,http://www.wikidata.org/entity/P301v,1,0.9972432824985881
null,http://www.wikidata.org/entity/P910s,1,0.994970296362904
null,http://www.wikidata.org/entity/P910v,1,0.9972242119574587
null,http://yago-knowledge.org/resource/infobox/en/latm,1,0.9970099712316106
null,http://yago-knowledge.org/resource/infobox/en/longm,1,0.997003202300122
null,http://www.wikidata.org/entity/P20v,1,0.99719825811527
null,http://www.wikidata.org/entity/P20s,1,0.9943674207739179
null,http://www.wikidata.org/entity/P227s,1,0.9956151574796408
null,http://yago-knowledge.org/resource/infobox/en/website,1,0.9944034085815823
null,http://www.wikidata.org/entity/P227v,1,0.9971705840759628
null,http://www.wikidata.org/entity/P69v,1,0.9971500738217849
null,http://www.wikidata.org/entity/P166v,1,0.9971422863170315
null,http://www.wikidata.org/entity/P585q,1,0.9953803514122688
null,http://yago-knowledge.org/resource/wasBornIn,1,0.9971377806380612
null,http://www.wikidata.org/entity/P345s,1,0.9964981844749177
null,http://yago-knowledge.org/resource/infobox/fr/image,1,0.984026311472075
null,http://www.wikidata.org/entity/P345v,1,0.9971242999064203
null,http://yago-knowledge.org/resource/infobox/en/timezone,1,0.9966750900384197
null,http://www.wikidata.org/entity/P268s,1,0.9948034770233951
null,http://www.wikidata.org/entity/P268v,1,0.9969766788766989
null,http://yago-knowledge.org/resource/infobox/en/coordinatesdisplay,1,0.9959901829911347
null,http://yago-knowledge.org/resource/infobox/en/utcoffset,1,0.9964144589960475
http://yago-knowledge.org/resource/wordnet_physical_entity_100001930,http://yago-knowledge.org/resource/infobox/en/released,1,0.9711985200715261
null,http://yago-knowledge.org/resource/infobox/fr/longitude,1,0.9944438241930824
null,http://yago-knowledge.org/resource/infobox/fr/latitude,1,0.9947553843200329
null,http://www.wikidata.org/entity/P815s,1,0.9968756812402173
null,http://yago-knowledge.org/resource/infobox/en/location,1,0.9758681519862873
null,http://yago-knowledge.org/resource/infobox/en/pushpinmap,1,0.9924607146122753
null,http://www.wikidata.org/entity/P815v,1,0.9969007628872077
null,http://yago-knowledge.org/resource/infobox/en/populationasof,1,0.9966910708544786
null,http://www.wikidata.org/entity/P856s,1,0.9907129305939839
null,http://www.wikidata.org/entity/P856v,1,0.9968500139089908
null,http://www.wikidata.org/entity/P269s,1,0.9946888953644932
null,http://www.wikidata.org/entity/P269v,1,0.9968452317538501
null,http://yago-knowledge.org/resource/infobox/en/coordinatesregion,1,0.9967963436515854
null,http://yago-knowledge.org/resource/infobox/pl/stopnin,1,0.9967306051116651
null,http://yago-knowledge.org/resource/infobox/en/populationtotal,1,0.9965852842609861
null,http://yago-knowledge.org/resource/infobox/pl/minutn,1,0.9967762076039538
null,http://www.wikidata.org/entity/P1082v,1,0.9967726148459728
null,http://yago-knowledge.org/resource/infobox/en/officialname,1,0.9966477490804985
null,http://www.wikidata.org/entity/P136v,1,0.9967573456282072
